INDICE,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,NMI1,NMI2,CAPIDEP,CAPIPRO,CAPIDIS
2972,PIURA,MORROPON,MORROPON,PIURA LA VIEJA,-5.152264,-80.076257,185,592,NO,NO,NO
2973,PIURA,MORROPON,MORROPON,POLVAZAL,-5.212242,-79.980775,31,106,NO,NO,NO
2974,PIURA,MORROPON,MORROPON,QUEBRADA DE LAS DAMAS,-5.107695,-80.032722,82,290,NO,NO,NO
2975,PIURA,MORROPON,MORROPON,RINCONADA ZAPOTAL,-5.17264,-79.98834,8,33,NO,NO,NO
2976,PIURA,MORROPON,MORROPON,SAN JOSE DEL CHORRO,-5.140392,-80.060377,74,273,NO,NO,NO
2977,PIURA,MORROPON,MORROPON,SOLUMBRE,-5.129025,-80.052382,129,450,NO,NO,NO
2978,PIURA,MORROPON,MORROPON,ZAPOTAL,-5.177077,-79.982903,84,262,NO,NO,NO
2979,PIURA,MORROPON,SALITRAL,ALGARROBAL,-5.34439,-79.822975,63,209,NO,NO,SALITRAL
2980,PIURA,MORROPON,SALITRAL,MALACASI,-5.34187,-79.859321,566,1850,NO,NO,NO
2981,PIURA,MORROPON,SALITRAL,MAMAYACO,-5.494362,-79.712317,54,204,NO,NO,NO
2982,PIURA,MORROPON,SALITRAL,SALITRAL,-5.341812,-79.833495,289,1021,NO,NO,NO
2983,PIURA,MORROPON,SALITRAL,TORTOLA,-5.322898,-79.84033,61,198,NO,NO,NO
2984,PIURA,MORROPON,SAN JUAN DE BIGOTE,BADO DE GARZAS,-5.312087,-79.754148,34,85,NO,NO,SAN JUAN DE BIGOTE
2985,PIURA,MORROPON,SAN JUAN DE BIGOTE,BIGOTE,-5.319391,-79.786159,701,2205,NO,NO,NO
2986,PIURA,MORROPON,SAN JUAN DE BIGOTE,CARDAL,-5.3174,-79.706328,64,181,NO,NO,NO
2987,PIURA,MORROPON,SAN JUAN DE BIGOTE,DOTOR,-5.326132,-79.718188,66,188,NO,NO,NO
2988,PIURA,MORROPON,SAN JUAN DE BIGOTE,LA PAREJA,-5.30906,-79.737005,427,1382,NO,NO,NO
2989,PIURA,MORROPON,SAN JUAN DE BIGOTE,MANZANARES,-5.313908,-79.760628,35,117,NO,NO,NO
2990,PIURA,MORROPON,SAN JUAN DE BIGOTE,NUEVA ESPERANZA,-5.335592,-79.717147,18,53,NO,NO,NO
2991,PIURA,MORROPON,SANTA CATALINA DE MOSSA,LA LIBERTAD,-5.160777,-79.93855,7,46,NO,NO,SANTA CATALINA DE MOSSA
2992,PIURA,MORROPON,SANTA CATALINA DE MOSSA,PUEBLO NUEVO DE MARAY (PUEBLO NUEVO),-5.184304,-79.888887,140,405,NO,NO,NO
2993,PIURA,MORROPON,YAMANGO,COCA,-5.192908,-79.838487,61,209,NO,NO,YAMANGO
2994,PIURA,MORROPON,YAMANGO,NUEVO PROGRESO,-5.1797,-79.880883,22,55,NO,NO,NO
2995,PIURA,PAITA,AMOTAPE,AMOTAPE,-4.881921,-81.015211,358,1278,NO,PAITA,AMOTAPE
2996,PIURA,PAITA,AMOTAPE,EL TAMBO,-4.886922,-81.004557,294,1060,NO,NO,NO
2997,PIURA,PAITA,AMOTAPE,LOMA DE LOS PERROS,-4.891238,-81.01347,2,4,NO,NO,NO
2998,PIURA,PAITA,AMOTAPE,NUEVO SAN FRANCISCO,-4.844893,-81.015112,17,66,NO,NO,NO
2999,PIURA,PAITA,AMOTAPE,SAN FRANCISCO,-4.850697,-81.023673,2,5,NO,NO,NO
3000,PIURA,PAITA,ARENAL,EL TABLAZO,-4.892939,-81.0306,87,314,NO,NO,ARENAL
3001,PIURA,PAITA,COLAN,LA ESMERALDA,-5.008175,-81.064088,175,747,NO,NO,COLAN
3002,PIURA,PAITA,COLAN,LAS ARENAS DE COLAN EL TABLAZO,-4.925927,-81.024253,74,272,NO,NO,NO
3003,PIURA,PAITA,COLAN,NUEVO PARAISO,-5.006128,-81.048277,106,483,NO,NO,NO
3004,PIURA,PAITA,COLAN,PUERTO PIZARRO,-4.91071,-81.097483,21,82,NO,NO,NO
3005,PIURA,PAITA,COLAN,SAN LUCAS (PUEBLO NUEVO DE COLAN),-4.900653,-81.056431,2935,11540,NO,NO,NO
3006,PIURA,PAITA,COLAN,SAN LUCAS DE COLAN (LA ARENA CHIQUITA),-5.00504,-81.058401,273,1160,NO,NO,NO
3007,PIURA,PAITA,LA HUACA,LAS ANIMAS,-4.916202,-80.943027,2,3,NO,NO,LA HUACA
3008,PIURA,PAITA,VICHAYAL,ISLA SAN LORENZO,-4.905907,-81.113757,216,882,NO,NO,VICHAYAL
3009,PIURA,PAITA,VICHAYAL,LA BOCANA NUEVA,-4.887952,-81.146368,32,117,NO,NO,NO
3010,PIURA,PAITA,VICHAYAL,LAS VALENCIAS,-4.869475,-81.094545,15,38,NO,NO,NO
3011,PIURA,PAITA,VICHAYAL,MIRAMAR,-4.875468,-81.102687,570,2086,NO,NO,NO
3012,PIURA,PAITA,VICHAYAL,SAN FELIPE DE VICHAYAL,-4.864285,-81.072989,640,2243,NO,NO,NO
3013,PIURA,PAITA,VICHAYAL,SAN LUIS,-4.878327,-81.117053,31,111,NO,NO,NO
3014,PIURA,PAITA,VICHAYAL,VISTA FLORIDA,-4.851417,-81.047173,7,22,NO,NO,NO
3015,PIURA,PIURA,CASTILLA,CASTILLA,-5.201467,-80.622789,35518,145182,NO,PIURA,CASTILLA
3016,PIURA,PIURA,CASTILLA,CHAPAYRA,-5.121502,-80.604617,546,2099,NO,NO,NO
3017,PIURA,PIURA,CASTILLA,EL PAPAYO,-5.044629,-80.608911,292,1205,NO,NO,NO
3018,PIURA,PIURA,CASTILLA,LA OBRILLA,-4.985347,-80.573978,464,1952,NO,NO,NO
3019,PIURA,PIURA,CASTILLA,LAS MERCEDES,-5.147352,-80.462303,23,87,NO,NO,NO
3020,PIURA,PIURA,CASTILLA,LOS PULACHE,-5.157197,-80.492874,30,140,NO,NO,NO
3021,PIURA,PIURA,CASTILLA,MI CAUTIVO,-5.174437,-80.550005,2,5,NO,NO,NO
3022,PIURA,PIURA,CASTILLA,MIRAFLORES,-5.164053,-80.61472,247,1165,NO,NO,NO
3023,PIURA,PIURA,CASTILLA,RIO SECO,-5.138614,-80.614782,207,4865,NO,NO,NO
3024,PIURA,PIURA,CASTILLA,SAN RAFAEL,-4.986879,-80.590852,221,1003,NO,NO,NO
3025,PIURA,PIURA,CASTILLA,SAN VICENTE,-5.018173,-80.592002,37,139,NO,NO,NO
3026,PIURA,PIURA,CASTILLA,SECTOR CHOCAN,-5.144198,-80.439938,24,79,NO,NO,NO
3027,PIURA,PIURA,CASTILLA,TERELA,-5.079569,-80.594261,392,1514,NO,NO,NO
3028,PIURA,PIURA,CATACAOS,02 DE FEBRERO,-5.247932,-80.624828,2,5,NO,NO,CATACAOS
3029,PIURA,PIURA,CATACAOS,CATACAOS,-5.26727,-80.672423,10565,44124,NO,NO,NO
3030,PIURA,PIURA,CATACAOS,CUMBIBIRA,-5.289553,-80.746958,260,1059,NO,NO,NO
3031,PIURA,PIURA,CATACAOS,LA CAMPIÑA,-5.299508,-80.683402,358,1404,NO,NO,NO
3032,PIURA,PIURA,CATACAOS,LA COMPUERTA DE NARIHUALA,-5.288257,-80.703445,2,5,NO,NO,NO
3033,PIURA,PIURA,CATACAOS,LA LEGUA-SAN JACINTO (LA LEGUA),-5.247943,-80.670109,2111,8863,NO,NO,NO
3034,PIURA,PIURA,CATACAOS,LA PIEDRA,-5.259049,-80.703731,265,1083,NO,NO,NO
3035,PIURA,PIURA,CATACAOS,LOMA CHELEQUE,-5.67046,-80.31599,0,0,NO,NO,NO
3036,PIURA,PIURA,CATACAOS,MOCARA,-5.30162,-80.704619,49,289,NO,NO,NO
3037,PIURA,PIURA,CATACAOS,MONTE CASTILLO,-5.281274,-80.714661,817,3365,NO,NO,NO
3038,PIURA,PIURA,CATACAOS,NARIHUALA,-5.291134,-80.687515,442,1680,NO,NO,NO
3039,PIURA,PIURA,CATACAOS,NUEVO CUCUNGARA (NUEVO PEDREGAL),-5.30911,-80.6597,0,0,NO,NO,NO
3040,PIURA,PIURA,CATACAOS,NUEVO PEDREGAL (PEDREGAL GRANDE),-5.312915,-80.679805,279,1109,NO,NO,NO
3041,PIURA,PIURA,CATACAOS,PAREDONES,-5.268375,-80.703059,265,1101,NO,NO,NO
3042,PIURA,PIURA,CATACAOS,PEDREGAL CHICO,-5.300201,-80.692734,262,978,NO,NO,NO
3043,PIURA,PIURA,CATACAOS,PEDREGAL GRANDE,-5.307327,-80.685316,928,3488,NO,NO,NO
3044,PIURA,PIURA,CATACAOS,PUEBLO NUEVO,-5.465307,-80.22401,17,63,NO,NO,NO
3045,PIURA,PIURA,CATACAOS,SAN PABLO,-5.291018,-80.616997,271,1235,NO,NO,NO
3046,PIURA,PIURA,CATACAOS,SARITA COLONIA,-5.250462,-80.622203,3,4,NO,NO,NO
3047,PIURA,PIURA,CATACAOS,SIMBILA,-5.244412,-80.649686,1051,4658,NO,NO,NO
3048,PIURA,PIURA,CATACAOS,VEGA DE MERA,-5.553324,-80.245107,6,20,NO,NO,NO
3049,PIURA,PIURA,CATACAOS,VEGA DEL CABALLO,-5.43433,-80.28442,4,11,NO,NO,NO
3050,PIURA,PIURA,CATACAOS,VIDUQUE,-5.252902,-80.66531,185,732,NO,NO,NO
3051,PIURA,PIURA,CURA MORI,CHATO CHICO,-5.367113,-80.665179,103,347,NO,NO,CURA MORI
3052,PIURA,PIURA,CURA MORI,CHATO GRANDE,-5.356398,-80.668402,82,261,NO,NO,NO
3053,PIURA,PIURA,CURA MORI,NUEVO CHATO GRANDE,-5.370138,-80.614862,621,2345,NO,NO,NO
3054,PIURA,PIURA,CURA MORI,NUEVO POZO DE LOS RAMOS,-5.338115,-80.660927,791,2453,NO,NO,NO
3055,PIURA,PIURA,CURA MORI,SANTA ROSA,-5.320604,-80.678757,216,723,NO,NO,NO
3056,PIURA,PIURA,EL TALLAN,PIEDRAL ANTIGUO,-5.443281,-80.642172,11,50,NO,NO,EL TALLAN
3057,PIURA,PIURA,EL TALLAN,SINCHAO CHICO ANTIGUO,-5.418753,-80.650173,5,18,NO,NO,NO
3058,PIURA,PIURA,EL TALLAN,SINCHAO,-5.409103,-80.681056,528,2078,NO,NO,NO
3059,PIURA,PIURA,LA ARENA,ALTO DE LA CRUZ,-5.333325,-80.749198,106,445,NO,NO,LA ARENA
3060,PIURA,PIURA,LA ARENA,ALTO DE LA CRUZ,-5.333531,-80.745607,218,1086,NO,NO,NO
3061,PIURA,PIURA,LA ARENA,ALTOS DE LOS MECHATOS,-5.315071,-80.708232,50,222,NO,NO,NO
3062,PIURA,PIURA,LA ARENA,CASAGRANDE,-5.317682,-80.753394,900,3857,NO,NO,NO
3063,PIURA,PIURA,LA ARENA,CHAQUIRA,-5.308308,-80.752827,118,498,NO,NO,NO
3064,PIURA,PIURA,LA ARENA,CHATITO,-5.380331,-80.695969,544,2050,NO,NO,NO
3065,PIURA,PIURA,LA ARENA,EL PEÑAL,-5.346272,-80.72849,61,247,NO,NO,NO
3066,PIURA,PIURA,LA ARENA,EL PORVENIR,-5.323068,-80.71068,97,430,NO,NO,NO
3067,PIURA,PIURA,LA ARENA,JESUS MARIA,-5.31377,-80.706803,52,251,NO,NO,NO
3068,PIURA,PIURA,LA ARENA,LA ARENA,-5.342964,-80.703599,3664,14729,NO,NO,NO
3069,PIURA,PIURA,LA ARENA,LAGUNA DE LOS PRADO,-5.354836,-80.719844,97,384,NO,NO,NO
3070,PIURA,PIURA,LA ARENA,LAS MALVINAS,-5.362634,-80.716335,912,3921,NO,NO,NO
3071,PIURA,PIURA,LA ARENA,LOMA NEGRA,-5.326138,-80.786005,687,2378,NO,NO,NO
3072,PIURA,PIURA,LA ARENA,MONTE GRANDE,-5.364895,-80.695082,356,1271,NO,NO,NO
3073,PIURA,PIURA,LA ARENA,NUEVO CASARANA,-5.319178,-80.707436,58,301,NO,NO,NO
3074,PIURA,PIURA,LA ARENA,OSWALDO SEMINARIO,-5.30712,-80.71338,40,115,NO,NO,NO
3075,PIURA,PIURA,LA ARENA,PAMPA CHICA,-5.320815,-80.720539,150,633,NO,NO,NO
3076,PIURA,PIURA,LA ARENA,PAMPA DE LOS SILVAS,-5.314669,-80.708503,113,451,NO,NO,NO
3077,PIURA,PIURA,LA ARENA,RIO VIEJO NORTE,-5.319703,-80.728574,305,1329,NO,NO,NO
3078,PIURA,PIURA,LA ARENA,RIO VIEJO SUR - ALTO DE LOS CARRILLO,-5.329827,-80.73954,123,487,NO,NO,NO
3079,PIURA,PIURA,LA ARENA,SAN LUIS,-5.340477,-80.716073,19,86,NO,NO,NO
3080,PIURA,PIURA,LA ARENA,SANTA ELENA,-5.312928,-80.778577,4,12,NO,NO,NO
3081,PIURA,PIURA,LA ARENA,SANTA ELENA,-5.326477,-80.775704,349,1192,NO,NO,NO
3082,PIURA,PIURA,LA ARENA,VICHAYAL,-5.30996,-80.717107,546,2359,NO,NO,NO
3083,PIURA,PIURA,LA UNION,CANIZAL CHICO,-5.383869,-80.697656,311,1341,NO,NO,LA UNION
3084,PIURA,PIURA,LA UNION,CANIZAL GRANDE,-5.382719,-80.712693,104,419,NO,NO,NO
3085,PIURA,PIURA,LA UNION,CANIZAL SANTA ROSA,-5.398698,-80.726161,189,772,NO,NO,NO
3086,PIURA,PIURA,LA UNION,DOS ALTOS,-5.376077,-80.732408,997,4029,NO,NO,NO
3087,PIURA,PIURA,LA UNION,EL BENDITO,-5.400472,-80.79134,11,25,NO,NO,NO
3088,PIURA,PIURA,LA UNION,HUEREQUEQUE,-5.41332,-80.704838,179,779,NO,NO,NO
3089,PIURA,PIURA,LA UNION,LA ESCOLASTICA,-5.401281,-80.706803,55,223,NO,NO,NO
3090,PIURA,PIURA,LA UNION,LA UNION,-5.388214,-80.737332,4680,19155,NO,NO,NO
3091,PIURA,PIURA,LA UNION,MIRAGARZON,-5.396856,-80.698962,3,9,NO,NO,NO
3092,PIURA,PIURA,LA UNION,MONTE REDONDO,-5.407519,-80.712976,364,1482,NO,NO,NO
3093,PIURA,PIURA,LA UNION,NUEVO TAMARINDO,-5.362972,-80.725131,259,1050,NO,NO,NO
3094,PIURA,PIURA,LA UNION,SAN MARTIN DE LETIRA,-5.34525,-80.780414,39,161,NO,NO,NO
3095,PIURA,PIURA,LA UNION,SANTA CRUZ,-5.378008,-80.726214,278,1228,NO,NO,NO
3096,PIURA,PIURA,LA UNION,SANTA ROSA,-5.351227,-80.747246,6,15,NO,NO,NO
3097,PIURA,PIURA,LA UNION,SEÑOR DE LOS MILAGROS,-5.345333,-80.775543,16,60,NO,NO,NO
3098,PIURA,PIURA,LA UNION,TABLAZO NORTE (TABLAZO),-5.380796,-80.762523,1261,4979,NO,NO,NO
3099,PIURA,PIURA,LA UNION,TUNAPE,-5.369381,-80.738653,65,237,NO,NO,NO
3100,PIURA,PIURA,LAS LOMAS,FRANCISCO BOLOGNESI BAJO (MONTE BORRACHO),-4.684502,-80.257593,43,166,NO,NO,LAS LOMAS
3101,PIURA,PIURA,LAS LOMAS,CACATURO,-4.660487,-80.196288,116,436,NO,NO,NO
3102,PIURA,PIURA,LAS LOMAS,CANTAGALLO,-4.692907,-80.288723,5,10,NO,NO,NO
3103,PIURA,PIURA,LAS LOMAS,CENTRO SERVICIOS PARTIDOR,-4.73188,-80.281508,45,186,NO,NO,NO
3104,PIURA,PIURA,LAS LOMAS,CP-5,-4.740802,-80.311312,237,860,NO,NO,NO
3105,PIURA,PIURA,LAS LOMAS,CP14,-4.80342,-80.299202,147,502,NO,NO,NO
3106,PIURA,PIURA,LAS LOMAS,EL PARTIDOR,-4.734097,-80.276462,35,102,NO,NO,NO
3107,PIURA,PIURA,LAS LOMAS,FRANCISCO BOLOGNESI BAJO (MONTE BORRACHO),-4.684502,-80.257593,43,166,NO,NO,NO
3108,PIURA,PIURA,LAS LOMAS,LA CAIDA DE YUSCAY,-4.724125,-80.27244,57,187,NO,NO,NO
3109,PIURA,PIURA,LAS LOMAS,LAS MERCEDES,-4.738187,-80.281793,37,152,NO,NO,NO
3110,PIURA,PIURA,LAS LOMAS,PICHONES CENTRO,-4.686658,-80.311368,27,72,NO,NO,NO
3111,PIURA,PIURA,LAS LOMAS,SAN FRANCISCO DE YUSCAY,-4.725238,-80.269647,77,259,NO,NO,NO
3112,PIURA,PIURA,LAS LOMAS,SAN MIGUEL DE YUSCAY,-4.68989,-80.23336,69,237,NO,NO,NO
3113,PIURA,PIURA,LAS LOMAS,SECTOR CERO CINCO,-4.76972,-80.270643,99,324,NO,NO,NO
3114,PIURA,PIURA,LAS LOMAS,SEÑOR CAUTIVO,-4.69603,-80.291295,20,79,NO,NO,NO
3115,PIURA,PIURA,LAS LOMAS,VILLA INDEPENDIENTE,-4.737128,-80.315932,90,327,NO,NO,NO
3116,PIURA,PIURA,LAS LOMAS,VILLA MILITAR,-4.660002,-80.213597,0,48,NO,NO,NO
3117,PIURA,PIURA,LAS LOMAS,VIVIANO ESPINOZA,-4.739667,-80.274248,207,799,NO,NO,NO
3118,PIURA,PIURA,PIURA,COSCOMBA ALTA,-5.213186,-80.642823,2,6,NO,NO,PIURA
3119,PIURA,PIURA,PIURA,COSCOMBA,-5.214197,-80.643562,41,163,NO,NO,NO
3120,PIURA,PIURA,PIURA,EL PORVENIR,-5.055717,-80.696005,5,16,NO,NO,NO
3121,PIURA,PIURA,PIURA,JUAN VELASCO,-5.032257,-80.700091,31,90,NO,NO,NO
3122,PIURA,PIURA,PIURA,LAS MERCEDES,-5.110424,-80.708604,66,190,NO,NO,NO
3123,PIURA,PIURA,PIURA,LAS VEGAS,-5.043685,-80.695026,76,265,NO,NO,NO
3124,PIURA,PIURA,PIURA,PIURA,-5.152397,-80.65779,31767,149982,NO,NO,NO
3125,PIURA,PIURA,PIURA,SAN FRANCISCO DE ASIS,-5.103806,-80.705372,23,41,NO,NO,NO
3126,PIURA,PIURA,PIURA,SAN SEBASTIAN,-5.033577,-80.700273,22,67,NO,NO,NO
3127,PIURA,PIURA,PIURA,SANTA SARA,-5.075448,-80.624518,90,341,NO,NO,NO
3128,PIURA,PIURA,TAMBO GRANDE,ATAHUALPA,-4.883997,-80.437028,219,819,NO,NO,TAMBO GRANDE
3129,PIURA,PIURA,TAMBO GRANDE,BELLO HORIZONTE,-4.845217,-80.224815,111,449,NO,NO,NO
3130,PIURA,PIURA,TAMBO GRANDE,BONAPIRA,-4.950203,-80.330315,9,32,NO,NO,NO
3131,PIURA,PIURA,TAMBO GRANDE,CALLEJONES,-5.027208,-80.255815,226,870,NO,NO,NO
3132,PIURA,PIURA,TAMBO GRANDE,CAPAC YUPANQUI,-4.836129,-80.382693,83,310,NO,NO,NO
3133,PIURA,PIURA,TAMBO GRANDE,CASANAS,-4.993667,-80.191941,92,383,NO,NO,NO
3134,PIURA,PIURA,TAMBO GRANDE,CHARAN COPOZO CP7,-4.89743,-80.26811,234,849,NO,NO,NO
3135,PIURA,PIURA,TAMBO GRANDE,CRUCETA,-4.838322,-80.264893,1286,4597,NO,NO,NO
3136,PIURA,PIURA,TAMBO GRANDE,CRUZ VERDE,-4.974368,-80.204587,163,591,NO,NO,NO
3137,PIURA,PIURA,TAMBO GRANDE,EL CARBON,-4.963047,-80.275755,121,481,NO,NO,NO
3138,PIURA,PIURA,TAMBO GRANDE,EL CRUCE DE VEGA,-4.944267,-80.260733,184,680,NO,NO,NO
3139,PIURA,PIURA,TAMBO GRANDE,EL FRUTAL,-4.892871,-80.35999,60,234,NO,NO,NO
3140,PIURA,PIURA,TAMBO GRANDE,EL LIMON MALINGAS,-4.960733,-80.2537,13,60,NO,NO,NO
3141,PIURA,PIURA,TAMBO GRANDE,EL MANGO MALINGAS,-4.947926,-80.245573,22,90,NO,NO,NO
3142,PIURA,PIURA,TAMBO GRANDE,EL PALTO MALINGAS,-4.962505,-80.264902,32,112,NO,NO,NO
3143,PIURA,PIURA,TAMBO GRANDE,EL REFUGIO,-4.934362,-80.288547,32,127,NO,NO,NO
3144,PIURA,PIURA,TAMBO GRANDE,EL SALTO,-4.921396,-80.504839,66,271,NO,NO,NO
3145,PIURA,PIURA,TAMBO GRANDE,ESPERANZA DE MI CAUTIVO CP 8,-4.93654,-80.24242,179,670,NO,NO,NO
3146,PIURA,PIURA,TAMBO GRANDE,GUARAGUAOS ALTO,-4.909275,-80.207299,190,725,NO,NO,NO
3147,PIURA,PIURA,TAMBO GRANDE,GUARAGUAOS BAJO,-4.917466,-80.220366,113,393,NO,NO,NO
3148,PIURA,PIURA,TAMBO GRANDE,HUACA BLANCA,-4.90442,-80.344658,87,344,NO,NO,NO
3149,PIURA,PIURA,TAMBO GRANDE,JUAN VELAZCO ALVARADO - SECTOR 9.6,-4.788988,-80.226972,35,121,NO,NO,NO
3150,PIURA,PIURA,TAMBO GRANDE,JUAN VELAZCO ALVARADO-SECTOR 9.6,-4.788988,-80.226972,35,121,NO,NO,NO
3151,PIURA,PIURA,TAMBO GRANDE,LA COLCA,-4.891057,-80.339233,116,455,NO,NO,NO
3152,PIURA,PIURA,TAMBO GRANDE,LA PALA,-4.921678,-80.314827,163,575,NO,NO,NO
3153,PIURA,PIURA,TAMBO GRANDE,LA PEÑITA,-4.943371,-80.526035,537,2094,NO,NO,NO
3154,PIURA,PIURA,TAMBO GRANDE,LAS MERCEDES,-4.923397,-80.373018,89,344,NO,NO,NO
3155,PIURA,PIURA,TAMBO GRANDE,LAS MONICAS,-4.928732,-80.287361,164,607,NO,NO,NO
3156,PIURA,PIURA,TAMBO GRANDE,LAS SALINAS,-4.910992,-80.191752,28,119,NO,NO,NO
3157,PIURA,PIURA,TAMBO GRANDE,LEONCIO PRADO,-4.870145,-80.22295,27,94,NO,NO,NO
3158,PIURA,PIURA,TAMBO GRANDE,LIBRE,-4.770303,-80.236583,86,312,NO,NO,NO
3159,PIURA,PIURA,TAMBO GRANDE,LOS ZAPATAS,-4.974285,-80.257208,166,673,NO,NO,NO
3160,PIURA,PIURA,TAMBO GRANDE,LUCHADORES SOCIALES,-4.925925,-80.528293,79,348,NO,NO,NO
3161,PIURA,PIURA,TAMBO GRANDE,MALINGAS GRANDE,-4.967662,-80.261098,79,313,NO,NO,NO
3162,PIURA,PIURA,TAMBO GRANDE,MALINGAS,-4.952665,-80.250754,208,859,NO,NO,NO
3163,PIURA,PIURA,TAMBO GRANDE,MANCO CAPAC,-4.91101,-80.236606,58,215,NO,NO,NO
3164,PIURA,PIURA,TAMBO GRANDE,MONTEVERDE ALTO,-4.920137,-80.195551,41,149,NO,NO,NO
3165,PIURA,PIURA,TAMBO GRANDE,NUEVO YAPATO,-4.879173,-80.442742,148,584,NO,NO,NO
3166,PIURA,PIURA,TAMBO GRANDE,OLIVARES SAN FERNANDO,-4.96745,-80.602295,237,839,NO,NO,NO
3167,PIURA,PIURA,TAMBO GRANDE,PALO PARADO,-4.922563,-80.278493,35,129,NO,NO,NO
3168,PIURA,PIURA,TAMBO GRANDE,PALOMINOS,-4.927491,-80.250133,595,2309,NO,NO,NO
3169,PIURA,PIURA,TAMBO GRANDE,PEDREGAL BAJO,-4.882495,-80.385018,471,1788,NO,NO,NO
3170,PIURA,PIURA,TAMBO GRANDE,PEDREGAL CHICO,-4.928563,-80.533618,184,747,NO,NO,NO
3171,PIURA,PIURA,TAMBO GRANDE,PLATILLOS,-4.990133,-80.187104,79,330,NO,NO,NO
3172,PIURA,PIURA,TAMBO GRANDE,PUEBLO LIBRE,-4.941741,-80.239166,254,993,NO,NO,NO
3173,PIURA,PIURA,TAMBO GRANDE,PUEBLO NUEVO,-4.854288,-80.223417,70,240,NO,NO,NO
3174,PIURA,PIURA,TAMBO GRANDE,SAN FRANCISCO,-4.810992,-80.247463,55,144,NO,NO,NO
3175,PIURA,PIURA,TAMBO GRANDE,SAN ISIDRO 10-4,-4.794597,-80.273353,74,402,NO,NO,NO
3176,PIURA,PIURA,TAMBO GRANDE,SAN ISIDRO II,-4.810426,-80.246825,7,16,NO,NO,NO
3177,PIURA,PIURA,TAMBO GRANDE,SAN MARTIN DE MALINGAS,-4.971978,-80.274413,72,300,NO,NO,NO
3178,PIURA,PIURA,TAMBO GRANDE,SAN MIGUEL DE SEREN,-4.924568,-80.473592,315,1338,NO,NO,NO
3179,PIURA,PIURA,TAMBO GRANDE,SAN PABLO,-4.87317,-80.319747,49,192,NO,NO,NO
3180,PIURA,PIURA,TAMBO GRANDE,SAN PABLO,-4.87409,-80.53277,8,27,NO,NO,NO
3181,PIURA,PIURA,TAMBO GRANDE,SAN RAMON,-4.912138,-80.327292,1,4,NO,NO,NO
3182,PIURA,PIURA,TAMBO GRANDE,SANTA CATALINA,-4.801249,-80.253591,54,199,NO,NO,NO
3183,PIURA,PIURA,TAMBO GRANDE,SANTA ROSA DE CURBAN,-4.942908,-80.301707,189,710,NO,NO,NO
3184,PIURA,PIURA,TAMBO GRANDE,SANTA ROSA DE YARANCHE,-4.836763,-80.239975,122,449,NO,NO,NO
3185,PIURA,PIURA,TAMBO GRANDE,SANTA ROSA DEL ASALTO,-4.924584,-80.517327,72,280,NO,NO,NO
3186,PIURA,PIURA,TAMBO GRANDE,SENOR CAUTIVO,-4.93611,-80.275037,47,159,NO,NO,NO
3187,PIURA,PIURA,TAMBO GRANDE,SEÑOR DE LOS MILAGROS,-4.910255,-80.426008,51,207,NO,NO,NO
3188,PIURA,PIURA,TAMBO GRANDE,SINCHI ROCA,-4.882533,-80.436265,181,780,NO,NO,NO
3189,PIURA,PIURA,TAMBO GRANDE,TAMBO GRANDE,-4.928066,-80.337203,6200,24073,NO,NO,NO
3190,PIURA,PIURA,TAMBO GRANDE,TEJEDORES 96,-4.7569,-80.24584,71,216,NO,NO,NO
3191,PIURA,PIURA,TAMBO GRANDE,TOTORAL BAJO,-4.888936,-80.212913,102,347,NO,NO,NO
3192,PIURA,PIURA,TAMBO GRANDE,VALLE HERMOSO,-4.937453,-80.569655,118,458,NO,NO,NO
3193,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,PUENTE LAS MONJAS,-5.152287,-80.695053,1,1,NO,NO,VEINTISÉIS DE OCTUBRE
3194,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,SAN MARTIN,-5.179294,-80.678167,41165,165712,NO,NO,NO
3195,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,SANTA LUCIA,-5.160275,-80.69971,5,5,NO,NO,NO
3196,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,SEÑOR CAUTIVO DE AYABACA,-5.148057,-80.694498,37,61,NO,NO,NO
3197,PIURA,PIURA,VEINTSÉIS DE OCTUBRE,PUENTE LAS MONJAS,-5.152287,-80.695053,1,1,NO,NO,VEINTSÉIS DE OCTUBRE
3198,PIURA,PIURA,VEINTSÉIS DE OCTUBRE,SANTA LUCIA,-5.160275,-80.69971,5,5,NO,NO,NO
3199,PIURA,PIURA,VEINTSÉIS DE OCTUBRE,SEÑOR CAUTIVO DE AYABACA,-5.148057,-80.694498,37,61,NO,NO,NO
3200,PIURA,SECHURA,BELLAVISTA DE LA UNION,ALTO DE LOS SANTIAGOS,-5.425052,-80.73968,24,88,NO,SECHURA,BELLAVISTA DE LA UNION
3201,PIURA,SECHURA,BELLAVISTA DE LA UNION,BELLAVISTA,-5.44035,-80.754966,400,1615,NO,NO,NO
3202,PIURA,SECHURA,BELLAVISTA DE LA UNION,LA BOCANA,-5.413862,-80.744845,0,0,NO,NO,NO
3203,PIURA,SECHURA,BELLAVISTA DE LA UNION,MIRAFLORES,-5.416437,-80.740788,160,650,NO,NO,NO
